text,label,label_id
how to exchange currencies,33,33
please delete my account immediately.,55,55
how can i get a physical card,43,43
i was contacted by a seller with a message that they never received my money. i am 100 sure it was taken from my account so i definitely need this sorted out soon.,53,53
"hey i tried to get some money out earlier but the machine didn't work. now just saw the transaction still seems in progress! can you please check what's going there, seems something is broken, i don't want to be charged for money that i haven't actually received!",46,46
how do i change my account details?,30,30
would i need to pay extra for exchanging currencies?,31,31
"my phone was taken yesterday, is there something that i need to do?",42,42
do you accept visa or mastercard?,73,73
i made a cash withdraw and it shows up as pending why is that?,46,46
"i used to know my password, but not anymore.",44,44
why wouldn't the contactless payment work when i tried to pay at the bus today?,23,23
how can you assist me on topping up on bank transfers to my account?,65,65
my transfer is failing when i try to do it.,35,35
what are the topup limits?,60,60
"i tried to withdraw cash and got declined, why is that?",26,26
how can i fix my contactless?,23,23
can you please assist me in completing a transfer? i'm trying and i keep getting an error. i'm trying to purchase a flat and pay the initial mortgage payment. all i keep getting is an error. can you find out what's happening here?,35,35
why is the cash withdrawal under pending?,46,46
i noticed my exchange rate was incorrect when i got cash.,76,76
someone must have found my card details as i don't recognize these transactions.,22,22
i got a strange fee when i used the atm.,19,19
what would cause a transfer failure?,35,35
"something is wrong with the top up! i'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",47,47
what is the average wait for transfers,67,67
why is it taking so long for a transfer to complete!,66,66
how long is delivery to the us?,12,12
show me the amount of transactions i can do with a disposable card.,29,29
how do i know how much money i will have when i travel abroad?,32,32
i was declined when i tried to take out cash!,26,26
is a nonelectronic card available as well,43,43
do you charge for sending more cards?,39,39
could you tell me the fiat currencies that you work with?,36,36
i see a direct debit transaction in my app that i didn't make.,28,28
when will my transfer clear,48,48
i need a visa card,73,73
"if i receive foreign currencies, am i able to exchange them on the app?",33,33
whats the reason for my payment being declined? it looked like everything went through ok and my account was good.,25,25
how do i request a refund?,52,52
i got charged two times for a transaction,63,63
"i need to exchange between different currencies, like gbp and usd. can i do that with your app?",33,33
i live in the eu  can i get a card?,24,24
there's a payment in my history i don't recognize,16,16
i need assistance addressing a direct debit that i did not do myself.,28,28
what is the current exchange fee?,31,31
i used my card the other day to get cash from an atm and was charged an extra fee. i don't understand why i am being charged a fee all of a sudden. i thought it was free to withdraw from an atm?,19,19
i ordered a card but it has not arrived. help please!,11,11
how can it be that my card is not functioning anymore?,14,14
i see a charge on my account that i don't recall making. i feel like my account may have been compromised.,16,16
why can't i see a recent refund in my statement?,51,51
this exchange rate you use is awful! please tell me this is a mistake and not the official interbank exchange rate!,17,17
send me my card now! asap,12,12
my card still hasn't arrived after 2 weeks. is it lost?,11,11
i got a declining message during a transfer? please tell me why,27,27
"i am not supposed to be charged a cash withdrawal fee, but i was.",19,19
how do i do a successful transfer to an account?,7,7
i'd prefer a mastercard.,73,73
can the exchange rate change while i am in the process of making a withdrawal?,76,76
"i need to get a card, how do i do that?",43,43
what do you require for identity verification?,69,69
the cast deposit from a week ago still is not in my account. why?,6,6
"if i need an additional card, is there a fee for that?",39,39
are there any restrictions on where i use this card?,10,10
i can't see my top up in my wallet!,62,62
i really was trying to complete this exhange. i was trying to purchase some crypto but the app won't allow me to do it. can you tell me what's going on here?,7,7
i don't have a password.,44,44
can i reactivate my lost card that i found this morning in my jacket pocket?,13,13
"i found my card, how can i use it again?",13,13
please explain how disposable virtual card work.,37,37
"can you send me a mastercard, instead of a visa?",73,73
how do i dispute a payment i didnt make,16,16
can i change to another currency?,33,33
"my cash withdrawal is pending, why?",46,46
do you have to be 18 to make an account?,1,1
i am unable to use my topup on the app. could you explain this to me?,61,61
i made a cash withdrawl and there is a charge. what is this?,19,19
i lost track of my card,41,41
what are the fees imposed when i make a transaction?,15,15
my currency rate is inaccurate.,17,17
i've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. the transfer is still not available so can you please find out what is going on?,66,66
i can't find my code,44,44
how many days does a regular transaction take to complete? i see a pending payment that hasn't changed in the last several days.,45,45
if i don't have all my documents can they still verify my identity?,69,69
i made a cash withdrawal at an atm but it still says pending in my account.,46,46
can i start an account for my kids?,1,1
please help. there is a payment in the app that isn't mine.,16,16
is there something wrong with my atm card? tried using it earlier and it did not work.,26,26
"i have my residency in the us, but i would love to get a card.",24,24
how can we correct a mistake on an atm transaction? the app shows what i should have gotten.,75,75
"hello, a few days ago i transferred my rent check to my landlord, however, he is saying that it has not gone though. on my end everything looks fine and i double checked the account number. is there anything else that could be holding up the check?",66,66
why do i see a fee when i do a transfer?,64,64
my card still hasn't been delivered,11,11
"i desperately need to change my pin, but i'm overseas on vacation right now. how can i do this?",21,21
is there a limit on how much i can top up?,60,60
tell me why my virtual disposable card won't work.,72,72
i would like a refund on the extra pound i was charged.,34,34
can i set up an automatic topup for travel.,4,4
i would like my money back for an item i purchased,52,52
why was i charged extra when transferring?,64,64
since when were there charges for taking out cash from my account? it's always been free for me to do this before. how much are the charges going to be?,19,19
may i get an account for my daughter?,1,1
help me! i don't know what my password is.,44,44
"so, my transfer is showing as pending, when will it actually go through?",48,48
how many disposable cards can i own?,29,29
"salary in gbp has been received, does it need to be configured elsewhere?",50,50
my card is lost! what can i do?,41,41
i'd like to know what you guys look at to decide an exchange rate,32,32
what do you require to verify someone's identity?,69,69
what happened to the money that i deposited?,61,61
where to i get my funds from?,70,70
i have withdrawn cash from the atm but it is showing in my account as a pending transation. why is this?,46,46
how can i set up google pay on my device?,2,2
my atm got stuck and i'm not sure what to do.,18,18
please tell me where i can update my details since i moved.,30,30
why hasn't the transaction i did to my friend arrived yet?,66,66
how can i obtain a virtual card?,40,40
please help! i was mugged and everything stolen. what do i do to stop them from accessing my account?,42,42
what are the age requirements for service?,1,1
are there any restrictions on the disposable cards?,29,29
did you deactivate my card it's not working anymore,14,14
do you have a children account available?,1,1
i am having trouble doing a transfer. a decline  message appears after making the transfer.,27,27
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",27,27
show me how to top up,62,62
the exchange rate was incorrect for this item i bought.,17,17
will salary be received through this?,50,50
i'm supposed to have a refund but it isn't there,51,51
"i just went through a old statement and noticed that a very large payment went through and i did not make it. it was from a few months ago, can i still dispute the payment?",28,28
my card failed to work when i was shopping in a store,25,25
i receive my salary in gbp. do i need to configure this somehwere?,50,50
i'm still waiting on my identity verification.,68,68
what is the exchange rate like?,32,32
i need to know if everything is okay here. after making a transfer from a uk account it doesn't show up. how long does this normally take to process?,5,5
the amount of time that transfers usually take from a uk account is what?i just completed a transfer and it is not showing up at all. i'm wondering at this point if everything is actually okay.,5,5
how can i use my credit card to transfer money?,62,62
what is the first step i need to make for being able to access my account?,74,74
what if i type in the wrong pin too many times?,49,49
why do you need me to verify who i am?,74,74
the balance has not been updated.,5,5
why has my card been charged an extra pound?,34,34
i am still awaiting the completion of the transaction.,66,66
a wrong amount of cash we sent to me.,75,75
my card isn't working anymore.,14,14
how can i look at where my available cash is coming from?,70,70
where is my pin located?,38,38
do you have an option for auto top up?,4,4
can the card was sen to me be tracked?,11,11
do you know why my card payment is declined?,25,25
can i use my card anywere?,10,10
i couldn't do a transfer to an account,7,7
why was my transfer declined,27,27
are extra cards free?,39,39
why and how soon do i have to have proof of identity to you?,74,74
i want to delete my account. i'm unhappy with the service you're providing.,55,55
can you tell me why my transfer declined?,27,27
why is the exchange rate for a foreign atm different,76,76
please explain to me how to know where my funds are from.,70,70
the balance on my account wasn't updated after i made a depost.,6,6
i need my card now!,12,12
"hi, i am calling about a recent transaction that has happened on my account. i recently went to the atm, and tried to make a withdrawal on my account. i just happened to check my transaction slip and noticed a fee for my withdrawal. how can i resolve this, i didn't know fees were charged for this type of action.",19,19
is it possible to get both visa and mastercard from you?,73,73
"card payment is still pending, why is that the case?",45,45
can i use as many topups as i want?,60,60
what steps do i have to go through in order to activate my new card?,0,0
at what cash machines can i change my pin?,21,21
i was overcharged a pound.,34,34
"when i got cash, i'm pretty sure there was a glitch that overcharged me.",19,19
how long does it take for my physical card to be delivered.,12,12
if i make a transaction can i cancel it?,8,8
are physical card available?,43,43
"a strange card payment, i do not recognize it.",16,16
how can i find your exchange rates?,32,32
i thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. can you tell me what's going on?,61,61
i would like to be assisted with the activation of my card.,0,0
how do i get a pin for my card,38,38
i was overcharged one extra pound!,34,34
"how long do eu transfers actually take? i bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",48,48
can i exchange currencies usign this app?,33,33
i've been waiting for over an hour for a top up to go through. how long is this supposed to take? i really need this money.,47,47
how do i send my account money through transfer?,65,65
"there are a couple payments with my card shown in the app that i really make myself. what's going on with this, maybe someone has access to my card?!",16,16
are there charges for topping up us cards?,57,57
i need to freeze my card as soon as possible. i just checked my account and saw that there have been several payments that i don't recognize over the course of a few days. can we investigate and get my money back?,16,16
what's the top up limit?,60,60
my card isn't here yet.,11,11
why isn't my disposable virtual card working?,72,72
why am i required to verify my identity?,74,74
"i have been doing some online shopping, but when checking out, it keeps getting declined. i tried a few times and it wouldn't work. what could be wrong?",27,27
an extra fee of 1 was in my statement,34,34
what do i do to verify my source of funds?,70,70
"i finally got my new card and was very excited to use it today. however, my payment kept declining. what is happening?",25,25
how do i receive a card?,43,43
why is there a direct debit payment on my statement that i didn't do?,28,28
i would like to return my purchases,52,52
why was i denied the option to transfer money to a selected beneficiary?,7,7
"there is an incoming payment into my account, but it is deactivated. will they still be processed?",36,36
how can i freeze a stolen card?,41,41
how can i exchange gbp for aud?,33,33
why am i being charged a fee on a card payment?,15,15
what do i need to do to change the address on my account?,30,30
where do i order a virtual card from?,40,40
"i took out money, and didn't get all of it.",75,75
where can i find the verification code on a topup card?,71,71
i got cash abroad and the exchange rate applied is wrong,76,76
is there a charge for getting cash?,19,19
i didn't receive my money earlier and it says the transaction is still in progress. can you fix it?,46,46
how old do i need to be to open an account?,1,1
can i get my card fast tracked?,12,12
what is the normal time to make an international transfer? i made one a few days ago that still hasn't arrived.,5,5
"hi, i was looking over my card receipts for the past week and i realize i had a charge put through two times for the same single restaurant visit. can one of the charges be removed so that i can get the money back that was mistakenly taken from my account?",63,63
can i get a card? i live in the us.,24,24
my cheque is taking a while,6,6
"i enetered the wrong information, i need my account unblocked how do i do that?",49,49
how many times can i use my disposable card?,29,29
my money transfer has not yet occurred,48,48
it won't let me activate my card.,0,0
i just realized i made the wrong transaction yesterday. would you please make it correct?i need it by tomorrow.,8,8
"i got my card now, how do i make it show up in the app?",13,13
how do i speed up identity verification?,74,74
where can i find the virtual card?,40,40
is there a limit for age?,1,1
do you have charges now when you pay with a card?,15,15
how do i initiated a bank transfer to top up?,65,65
what do i do if i believe to be a victim of credit card fraud?,22,22
i have not received the completed transaction.,66,66
how much does it cost to top up by card?,57,57
could i get a mastercard if that's reasonable?,73,73
"my card payment reverted back, i think.",53,53
why are my transfers not going through. i have tried over 4 times to get it to work. this is just a simple transfer. is something else causing this in the system? is it broken?,35,35
"my card has not been delivered yet and its been a week since i ordered it, please help",11,11
the exchange rate that was applied for an international purchase was wrong.,17,17
please help me. i am still waiting on a refund.,51,51
may i exchange currencies with this?,33,33
i can't get my virtual card to work.,72,72
why was i charged extra on my app?,34,34
i a having trouble proving my identity,68,68
may i receive a different card pin,21,21
it's not letting me transfer money to my beneficiery.,7,7
"i looked at my statement, and there is a charge for 1 that i don't recognize. why is it on there?",34,34
what happened to my topup? it's not reflected.,47,47
how do i get this damn virtual card to work?,72,72
can i use my salary for this?,50,50
there was an extra charge when i used my card,15,15
"i have not used my card all day, however, there is an unusual payment showing in my app. i would like to have that amount reimbursed.",28,28
i need a transaction reversed from my account.,63,63
what are you exchange rates?,32,32
i think that the exchange rate for the withdrawal of my cash is not right.,76,76
what age do my kids need to be to use your service?,1,1
where is card accepted,10,10
someone stole my phone.,42,42
did you start charging for cash withdrawals? i thought it was free so far but noticed suddendly there is a fee. how much do i need to pay?,19,19
i just have one other card from the us. is that okay?,54,54
how much for an actual card?,43,43
"i just noticed that i supposedly made a payment to a seller a while back. the problem is, i don't recognize the seller. there must be a way to see who it is or track the payment. can you do that, because i don't remember this transaction?",28,28
what are the disposable cards for?,37,37
why cant you just refund me instead of a merchant,51,51
can you help me sign up for a virtual card?,40,40
"i need to change my name, since i just got married",30,30
can the card be mailed and used in europe?,24,24
can i directly transfer my salary onto here?,50,50
i need australian dollars instead of uk currency.,33,33
what atm accepts mastercard?,3,3
i tried to transfer cryptocurrency into my account but was denied,7,7
would i have to pay anything if i need an additional card?,39,39
why hasn't my topup finished pending yet?,47,47
report stolen card,41,41
i want to create a new pin.,21,21
i have used this account overseas recently. has there been an increase in fees that i am unaware of?,64,64
what's the most disposable cards i can have?,29,29
what other credit cards can i use?,54,54
i have been charged for one thing two times.,63,63
how do i validate my identity.,69,69
shouldn't my new card be here by now?,11,11
what kinds of cards can i use to top up?,54,54
i want a new pin please.,21,21
there is a payment done with my card which i definitely did not do.never seen that name before.,16,16
can you please explain why the exchange rate for the item i bought is wrong?,17,17
at what age can my children use your service?,1,1
the balance on my account didnt change when i transferred money,5,5
i think my card has been used by somebody else since i was never in the little town where some transactions on this bill have come from. please stop this right away.,22,22
can you tell me the limits for top ups?,60,60
how come i can't seem to verify my id?,68,68
how long will it take my card to get here?,12,12
i don't know what this direct debit payment on my account is for.,28,28
i would like to know what your exchange rates are.,32,32
"i cant find my card, it's gone.",41,41
someone besides me might be using my card.,22,22
why would my transfer result in a decline message?,27,27
why does my topup get cancelled?,61,61
my statement doesn't show that a refund has processed,51,51
please tell me why i am having problems transferring to a beneficiary.,7,7
what can you tell me about the card pin?,38,38
what foreign exchange rate will i get on weekdays and on the weekends?,32,32
what currency can i use to add money?,54,54
i've received my card so now i need to know how to sync it to the app.,13,13
am i limited to what atm i can use my card?,3,3
how long does it take for a refund to appear?,51,51
i'm trying to use my apple watch to top up my google pay. do i need a special app?,2,2
can you tell me why my topup was canceled?,61,61
need my details changed,30,30
is it possible to exchange currencies?,33,33
is my new card activated?,0,0
why can't i see my funds after i topped up?,47,47
can i use my apple watch to fill my gas tank?,2,2
the atm wouldn't give out cash,26,26
"i accidentally entered in my retailers information, what should i do next",66,66
why won't cash come out of the atm?,26,26
can it specifically be delivered on a certain date?,12,12
what is this witdrawal,20,20
"i want to top up by transfering accounts, what do i do?",65,65
i was wondering if there were any discounts offered for frequent currency exchanges?,31,31
can i change my card pin?,21,21
my account is devoid of funds. am i permitted to submit additional money via bank transfer?,65,65
i live in the eu. can i order one of your cards?,24,24
are your cards available in the eu?,24,24
i think my transfer failed. what do i do now?,35,35
"i've made a transfer, how long until the money reaches my account?",67,67
there is a transaction showing up several times.,63,63
can i have a second physical card for this account?,39,39
how many times can i use a virtual card?,29,29
what is the virtual card,40,40
i cannot find my card pin,38,38
how do i exchange currencies with this,33,33
"while on vacation in spain i think someone saw my pin and i now need to change it, can i do this at an atm in spain?",21,21
"i live in the us, how long will it take for delivery?",12,12
my app shows a payment i didn't make,16,16
how long do bank transfers take to clear,5,5
how do i find out how or where this transaction on my account came from?,16,16
"my card will expire soon, do i need to order a new one?",9,9
why did my card payment get declined?,25,25
i just initiated a transfer but i'd like to cancel it.,8,8
i just received my card and i'd like to activate it.,0,0
why do i have a strange payment on my statement?,16,16
what can i do about a direct debit transaction on my card that i didn't make?,28,28
i've deposited a check but the cash isn't showing that it's there yet.,6,6
can you do exchanges of eur?,36,36
"everything seems fine with my account, so why did it decline my payment?",25,25
tell me if there is a limit to topup.,60,60
i don't know if i made this payment on my card.,16,16
when will my topup process?,47,47
where do i order a card?,43,43
why are you keeping my money from me by declining my card? what is going on?,59,59
how to i close my account?,55,55
how do i find my new pin?,38,38
"i want to top up my account by a bank transfer, but will i be charged?",56,56
"i made a transfer and the receiver did not get the right amount its lesser than what it should be,now i have to transfer more money to make up for the missing amount . can you please help me about this, what should be done",64,64
can i make a withdraw in my home currency at an atm? i'm on vacation and am a bit worried because i don't have cash with me. is it possible to withdraw here without any additional costs or fees?,76,76
i was taking out funds and was unable to regain my card.,18,18
why isnt top up working,59,59
is there a strict timeline regarding disputing transactions made on my account? i just noticed a fraudulent charge on a statement from a couple months ago.,28,28
i have a fee for cash withdrawal,19,19
tell me which cards and what currency is supported.,54,54
is my card pin saved in the app,38,38
why did i only get 20.00,75,75
passcode retrieval,44,44
i was checking my account when i saw a 500 cash withdraw that i know i didn't do. i have my card so i don't understand how this happened. please help me.,20,20
why am i not allowed to transfer money to my cryptocurrency exchange?,7,7
i only have one other credit card from the us. do you accept that?,54,54
the atm won't give me my card back. i need it back now!,18,18
how can i unblock my pin?,49,49
how do i top up my account with a cash payment?,58,58
what exchange rate is it?,32,32
where can i exchange between gbp and usd,33,33
my account balance has not updated to reflect my recent transfer.,5,5
how do i make more than one disposable card in a day?,29,29
will you help me unblock my pin after putting in the wrong pin too many times?,49,49
why are you asking so many questions about who i am,74,74
i completed a money transaction but the recipient hasn't received it,66,66
how much is the charge for a foreign currency exchange?,31,31
has my card payment been reverted?,53,53
why can't i get cash from the atm?,26,26
"i requested a refund, and never received it. what can i do?",51,51
i made a payment that's pending. will it go through?,45,45
where is my topup verification code?,71,71
are there any specific cash machines that i have to go to in order to change my pin?,21,21
is there a reason i need to verify top up,71,71
why do we need to verify topup?,71,71
why was my payment reverted on the app,53,53
"i deposited a cheque, but the balance hasn't changed yet.",6,6
how do i activate a card i received?,0,0
how will i know my pin number?,38,38
what types of currencies do you accept?,54,54
how come my cash withdrawal came with an unnecessary fee?!,19,19
i was unable to activate my card.,0,0
why do you need to know so much about me,74,74
i need a disposable virtual card.,37,37
how can someone send me money?,50,50
what is the procedure for activating this card?,0,0
what are your supported countries?,24,24
how long should i wait for the card to arrive?,12,12
when does the money get transferred to my account,67,67
what is the status of my top up?,61,61
what will i need for identity verification?,69,69
i wanted to purchase some crypto. the app will not let me. what's going on here? i really want to make this exchange.,7,7
"my entire gym bag, including my wallet, was stolen out of my locker today. everything in my wallet is gone  how do i block the card to make it can't be used?",41,41
i want to inactivate my account.,55,55
i made a purchase and would like to get a refund for what i bought can you have the money put back in my account?,52,52
why is my top up not completing?,47,47
i can't use my card because it is not working.,14,14
"i am unable to activate my card, it won't let me.",0,0
who can top up my accounts?,62,62
what do i need to do for a pin?,38,38
"i got some cash of an atm earlier but this shows up as pending in the app. how can this be still pending, i've got the cash already?",46,46
how long does it actually take for a card payment to go through? there's one stuck since a couple of days already that doesn't seem to move,45,45
do i need a disposable card?,37,37
please tell me why the purchase i made online returned payment. i really wanted this item and i've been trying for 2 weeks.,53,53
why is their a charge pending on my card still?,45,45
does it cost anything to do currency exchanges?,31,31
explain why my card payment wouldn't go through.,25,25
where can i find the autotop option?,4,4
"i need to figure out what these charges are on my account. they've been coming out for a couple of days. can i get all of this money back? also, i need to freeze my card.",16,16
where do i find my card pin?,38,38
i have got out the wrong amount from an atm. please tell me the process to get the cash back as in app its showing the amount i have been actually received.,75,75
i want to choose a different pin.,21,21
the cheque i deposited isn't showing in my account,6,6
what do i do if my card expires soon?,9,9
why has my card payment been reversed?,53,53
"hello, i recently ordered an item and i need help with cancelling and processing a refund as soon as possible. it's very important that i get my refund quickly.",52,52
where can i find top up by cash deposit?,58,58
card delivery services? where?,43,43
i have heard about these disposable virtual cards but don't understand how they work.,37,37
am i able to order a disposable virtual card?,37,37
why is top up not working for my apple pay app,2,2
the app reversed a top off i had. what should i do?,61,61
can i withdraw money from another bank and transfer it into my empty account?,65,65
how do i link one of your card that i already have?,13,13
can i change my currency from usd to eur?,33,33
can you unlock my pin? i think i entered the wrong pin too many times.,49,49
my funding to my card didn't go through.,59,59
i was charged extra or a hidden fee when i purchased something from you. what's the deal? i didn't authorize that charge.,34,34
"this is urgent, i typed the wrong payment information for a payment i needed to make and have clicked send, i need to reverse the transaction immediately.",8,8
help me cancel a transaction.,8,8
how long will the 1 charge show as pending?,34,34
there is a missing transfer on my account,5,5
what is the purpose for verifying my identity?,74,74
can it automatically top up my account?,4,4
i was using a foreign currecy to make a payment and the applied the wrong rate.,17,17
what is the correct exchange rate for getting cash,76,76
"i tried to take out cash but the amount isn't right, so what do i do?",75,75
which fiat currencies are supported by you?,36,36
i think the bank made a mistake on the exchange rates,76,76
"how do i freeze my bank card, as there has been a strange withdrawal?",20,20
can you tell me where i can withdraw money?,3,3
i transferred some money and it didint arrive,66,66
how can i switch on my new card?,0,0
i use my card internationally to manage payments and i just noticed that you are adding additional fees. why? i am a good customer and this has me thinking about leaving.,64,64
i'm not able to withdraw money from the atm but i'm not sure why.,26,26
i do not want a visa card.,73,73
i already have a card and want to link it,13,13
what are all of the different steps for identity checks?,69,69
why is there an extra dollar charged to my account?,34,34
what do i do if my phone is stolen?,42,42
i needed cash from the atm but i couldn't get it.,26,26
where do i find my pin for my new card?,38,38
"i have a card that expires in the coming month, do i have to specifically ask for the updated card?",9,9
what if i need my salary in another currency?,50,50
"transferred to account is not successful, help please?",5,5
transfer has failed.,35,35
my balance doesn't include my latest transfer,5,5
can you explain more about why should i verify my identity?,74,74
i tried to get cash but it was declined!,26,26
i can't see a transfer to my account i made.,5,5
i am still awaiting the money i put into my account this morning.,6,6
how long does it take to get a refund on something i bought?,52,52
can you tell me why my card payment did not work?,25,25
"i need assistance finding out why i am unable to topup my card, it keeps getting refused. it is extremely imperative i get this resolved quickly.",59,59
what factors effect the exchange rate?,32,32
can i use my account without verifying my identity?,74,74
what cards and currencies can i use to top up my account?,54,54
can i transfer money using the swift service?,56,56
do you offer refunds? i would like to return purchase.,52,52
do you issue cards for someone living in the us?,24,24
how does identity check work?,74,74
how do i get my pin unlocked?,49,49
how to modify my details.,30,30
i made a transfer into my account and now i need to cancel it,8,8
i was charged the wrong exchange rate on a purchase,17,17
"i submitted a cheque couple of days ago, nothing happened to my account yet.what could be the possible issue?",6,6
i want to get an item refunded,52,52
i moved and need to change my address.,30,30
does auto topup have a limit?,4,4
do you send duplicate cards?,39,39
why is there a fee added to my statement?,34,34
i'm confused as to why my topup did not go through.,59,59
i see a strange payment in my account.,16,16
is there a way i can check on the card on route to me?,11,11
how much would an extra card cost?,39,39
how come i can't find anywhere to load using cash,58,58
how can i transfer money between accounts?,65,65
i attempted to withdraw some money from an atm this morning and received the wrong amount. your app says i have enough money available in the account. can someone tell me what's wrong?,75,75
can i reset my pin?,21,21
what is the tracking number for the card you sent?,11,11
i was charged for using my card?,15,15
how do i get my card out of the atm?,18,18
do you accept swift transfers?,56,56
i am confused as to why my transfer could still be pending.,48,48
i need help cancelling a transaction.,8,8
can i receive a refund for my item?,52,52
can you please help me with this exchange? i am trying to get crypto and the app won't let me.,7,7
i got less cash at the atm than i asked for. why?,75,75
how long does it take for money to transfer?,5,5
i was declined when i tried to get cash.,26,26
how long and how much does it cost for new card,9,9
is it possible for me to track the card is was mailed to me?,11,11
i made a bank transfer but it doesn't seem to have gone through?,5,5
i need to find the card i received in the app.,13,13
my card hasn't arrived yet. what do i do?,11,11
what all currencies can be exchanged?,33,33
why didn't my transfer to a beneficiary happen?,7,7
what are some of the restrictions that the disposable cards have?,29,29
please tell me the types of currency i can hold.,36,36
what about my children?,1,1
is it possible to make several disposable cards in a day?,29,29
do i have to verify my identity?,74,74
do transfers from europe take longer?,67,67
my top up didn't go through,59,59
"i can't freeze my account as i need the card as i am traveling, how do i change my pin?",21,21
it seems like a transfer is pending.,48,48
my transfer to beneficiary didn't go through,7,7
if i can't choose my card type will i be able to use it everywhere?,73,73
i am not able to do a transfer to an account,7,7
"i have been charged more than i should for the presents i bought when abroad, the problem seems to be the exchange rate.",17,17
"my transfer failed, why did that happen?",35,35
1 was in my statement as an extra fee.,34,34
my card payment won't work.,25,25
i have my card here with me and someone has just made a withdrawal for 500. please help!,20,20
i need to add express delivery if that's an option,12,12
what do i do if my verification failed,68,68
why is top up pending,47,47
i do not recognize the card payment.,16,16
are swift transfers supported?,56,56
where do i get a virtual card?,40,40
can i track the card that was just sent to me?,11,11
what do i do if i can't access the app?,42,42
would it be possible to activate my card?,0,0
my credit card for was not approved for a topup transaction. what happened?,59,59
what currencies do you accept for adding money to my account?,54,54
i haven't yet received money that i transferred,5,5
hi  i have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. the numbers are correct. can you confirm when that will go through?,66,66
can i use the apple watch to make a topup?,2,2
someone stole my wallet with my card in it while vacationing in spain. i really need my card blocked and a new one ordered.,41,41
i am not comfortable verifying my indentity.,74,74
the app doesn't think it's me.,68,68
how do i reactivate my card?,13,13
can someone assist me with activating my new card?,0,0
why do you charge for payments? why aren't your charges clearly laid out in the agreement?,15,15
i wasn't able to do a transfer to an account,7,7
why isn't my money from a check deposit showing?,6,6
how long does a uk transfer take?,5,5
"when i attempted to make a transfer, it failed.",35,35
where can i find a list of descriptions the disposable cards have?,29,29
how long does it take for my id to verify?,68,68
it looks like this week i was double charged for a couple things. is there any way that you can look into this for me and return the double charged items back to my card?,63,63
how do i fix a payment that was reverted,53,53
this stupid system is not letting me prove my identity.,68,68
my card is about to expire and i need to know how much it costs and how long it takes to get a new one.,9,9
how do i change the details in my account?,30,30
why is my exchange rate wrong?,17,17
my card expires next week. how do i get a new one?,9,9
my card payment has been declined,25,25
why are there fees for using a card?,15,15
i need a new card since my old one is about to expire.,9,9
why did the funds for one of my purchase come back to my account?,53,53
the seller just told me he didn't get paid. after reviewing my account it did subtract the balance but now it has added it back to my account. i need you to please take care of this promptly.,53,53
"my card has an expiration date, will you send a new one automatically?",9,9
is there a way to recover my password?,44,44
i'd prefer mastercard.,73,73
why is it taking so long for my pending transaction to post as cleared?,48,48
do you offer cards for those in other countries?,24,24
what is going on? my topup is still pending. i use your system all the time but now it is just showing as pending.,47,47
what us the fee to transfer money from my bank?,56,56
the cash i tried to draw from the atm was not approved.,26,26
i was not able to receive the correct amount of cash.,75,75
can i get a card despite the fact i'm not in the uk?,24,24
can someone assist me by explaining why my card is not working?,14,14
how can i order my card?,43,43
there is a direct debit transaction that i did not authorize,28,28
i transferred some money but it hasn't arrived yet,5,5
explain why a card payment would be cancelled?,53,53
why did you charge me extra when i withdrew cash?,19,19
how do i go about getting an actual card?,43,43
the activation process for my card isn't working.,0,0
atm apparently not working? couldn't access funds in my account?,26,26
it didn't give me my cash,75,75
i got less cash because of the exchange rate.,76,76
"if i get another card, what kind of fees am i looking at?",39,39
"how do i reset my pin, i can't seem to use my card?",49,49
my card was stolen and used to make several purchases. please freeze my card so no one can use it.,22,22
why couldn't i get cash from an atm?,26,26
how long does a transfer from the uk account usually take? after completing the transfer it is not showing up. i need to know that everything i actually went okay.,5,5
what exchange rate will i receive?,32,32
what do i need to do to transfer my paycheck to my account?,50,50
do i need to verify my topup card?,71,71
a direct debit payment that i didn't authorise shows up in my app.,28,28
help me use american express to add money to the account.,54,54
can i set up to my account to automatically top up?,4,4
can i top up with apple pay,2,2
may i have a visa and a mastercard from you.,73,73
how long do card transactions take to clear?,45,45
"i just got my card and want to use it, how do i activate my card?",0,0
where can i get my card at?,43,43
i have a card payment that has been pending for some time and would like to know when it is going to go through.,45,45
there's a payment with my card that i didn't perform. i don't know that name shown.,16,16
can i exchange currencies with my account?,33,33
i should not have been charged a fee for my transfer.,64,64
"is there something wrong with your website? i tried topping up my account and it's been close to two hours now and it's still at pending for some reason. i just joined with you guys and this is the first attempt at this, so maybe i'm wrong, but shouldn't this be instant?",47,47
my source of funds require verification.,70,70
do i need to add money before i order a card,43,43
i still haven't gotten my new card. when will it get here?,11,11
how can i order virtual cards?,40,40
how long does it take for cards to be delivered after ordering them?,12,12
where do i order additional cards?,39,39
can you tell me which cards and currencies are supported?,54,54
my card does not work,14,14
how can i order a card?,43,43
do you allow currency exchanges?,36,36
i swear that there are 2 payments on the app that i didn't make. could my card me stolen? please advise what i should do.,16,16
